	EmployerName	Address	CompanyNumber	SicCodes	DiffMeanHourlyPercent	DiffMedianHourlyPercent	DiffMeanBonusPercent	DiffMedianBonusPercent	MaleBonusPercent	FemaleBonusPercent	MaleLowerQuartile	FemaleLowerQuartile	MaleLowerMiddleQuartile	FemaleLowerMiddleQuartile	MaleUpperMiddleQuartile	FemaleUpperMiddleQuartile	MaleTopQuartile	FemaleTopQuartile	CompanyLinkToGPGInfo	ResponsiblePerson	EmployerSize	CurrentName	SubmittedAfterTheDeadline	DueDate	DateSubmitted
1218	HEATHCOTES M LIMITED	"37 Station Road,
Chesterfield,
Derbyshire,
United Kingdom,
S41 7BF"	08715691	87300	1.8	0.0	0.0	0.0	0.0	0.0	31.9	68.1	33.3	66.7	32.6	67.4	33.6	66.4	http://www.heathcotes.net/gender-pay-gap-data/	Angela Limb (Financial Director)	250 to 499	HEATHCOTES M LIMITED	False	05/04/2019 00:00:00	27/02/2019 15:01:08
1239	Hflc Restaurants Ltd	"19 Saddlers Close,
Glenfield,
Leicester,
England,
LE3 8QU"	09798825	56102	0.0	0.0	30.0	39.0	12.0	13.0	45.0	55.0	45.0	55.0	46.0	54.0	48.0	52.0		Dean Chapman (Franchisee)	250 to 499	Hflc Restaurants Ltd	False	05/04/2019 00:00:00	11/03/2019 16:31:55
1240	HICP LIMITED	"35 Great St Helen's,
London,
United Kingdom,
EC3A 6AP"	09450061	55100	6.7	0.0	3.0	-19.7	69.7	67.2	46.0	54.0	40.0	60.0	41.0	59.0	48.0	52.0	http://www.hifarehamhotel.co.uk/media/4271035/gender-pay-gap-april-2019-hicp.pdf	Alison Muir (Vice President of HR)	1000 to 4999	HICP LIMITED	False	05/04/2019 00:00:00	12/03/2019 09:46:48
1242	HIGH SOCIETY UK LIMITED	"Unit 4a Hillgate Place,
London,
United Kingdom,
SW12 9ER"	05337028	78200	0.4	0.0	44.1	0.0	5.5	6.4	27.4	72.6	29.9	70.1	31.3	68.7	33.8	66.2		Rachel Ellis (Accountant)	250 to 499	HIGH SOCIETY UK LIMITED	False	05/04/2019 00:00:00	06/03/2019 11:32:51
1245	HIGHLAND HOME CARERS LIMITED	"3, Stadium Road,
Inverness,
Highland,
IV1 1FF"	SC203954	82990	0.9	0.0	11.8	0.0	100.0	100.0	15.5	84.5	16.1	83.9	13.1	86.9	8.1	91.9	http://highland-home-carers.co.uk/	Campbell Mair (Managing Director)	500 to 999	HIGHLAND HOME CARERS LIMITED	False	05/04/2019 00:00:00	10/01/2019 15:25:45
1263	Hollybank Trust	"Far Common Road,
Mirfield,
WF14 0DQ"		86210	1.4	0.0	0.0	0.0	0.0	0.0	26.7	73.3	13.9	86.1	11.9	88.1	20.6	79.4	http://www.hollybanktrust.com/pdf/2018%20Gender%20Pay%20Gap%20Report.pdf	Clare Morrow (Chair of Trustees)	500 to 999	Hollybank Trust	False	05/04/2019 00:00:00	19/02/2019 11:16:22
1266	HOMECARERS (LIVERPOOL) LIMITED	"8, Childwall Valley Road,
Liverpool,
Merseyside,
L16 4PE"	03729978	96040	4.7	0.0	0.0	0.0	0.0	0.0	10.5	89.5	5.4	94.6	5.3	94.7	12.5	87.5		Christopher Harry (Credit Control/Data Officer)	Less than 250	HOMECARERS (LIVERPOOL) LIMITED	False	05/04/2019 00:00:00	07/03/2019 11:55:21
1268	HOO HING LIMITED	"Hoo Hing House,
Freshwater Road,
Dagenham,
Essex,
United Kingdom,
RM8 1RX"	02625487	46900	8.1	0.0	78.2	50.5	35.2	26.4	58.7	41.3	84.4	15.6	62.5	37.5	79.4	20.6	http://www.hoohing.co.uk/PBCPPlayer.asp?ID=1940733	Andrew Butt (IT Manager)	250 to 499	HOO HING LIMITED	False	05/04/2019 00:00:00	08/03/2019 15:10:39
1281	Hounslow and Richmond Healthcare NHS Trust	"Thames House,
180 High Street,
Teddington,
TW11 8HU"		1	4.3	0.0	0.5	0.5	0.5	0.0	13.3	86.7	15.2	84.8	9.7	90.3	17.8	82.2			1000 to 4999	Hounslow and Richmond Healthcare NHS Trust	False	31/03/2019 00:00:00	19/11/2018 07:14:35
1303	Hunky Dory Restaurants Ltd	"Mcdonald's Restaurant,
Valegate Retail Park, Copthorne Way,
Cardiff,
Wales,
CF5 6EH"	05591185	56102	3.0	0.0	79.0	67.0	17.0	23.0	57.0	43.0	45.0	55.0	46.0	54.0	62.0	38.0		Nicola Carter (People Consultant)	500 to 999	Hunky Dory Restaurants Ltd	False	05/04/2019 00:00:00	21/03/2019 09:20:35
1305	Huntingdonshire District Council	"Pathfinder House,
St. Marys Street,
Huntingdon,
Cambridgeshire,
United Kingdom,
PE29 3TN"		"1,
84110"	5.5	0.0	0.0	0.0	0.0	0.0	45.0	55.0	48.2	51.8	45.3	54.7	51.4	48.6			1000 to 4999	Huntingdonshire District Council	False	31/03/2019 00:00:00	24/01/2019 14:58:51
1306	Hutchesons' Educational Trust	"21 Beaton Road,
Glasgow,
G41 4NW"		"85200,
85310"	8.8	0.0	0.0	0.0	0.0	0.0	25.8	74.2	30.6	69.4	19.4	80.6	41.9	58.1		Colin Gambles (Rector)	Less than 250	Hutchesons' Educational Trust	False	05/04/2019 00:00:00	18/12/2018 16:26:26
1311	I & A RESTAURANTS LTD	"34, The Parade Parade,
Leamington Spa,
Warwickshire,
England,
CV32 4DN"	03917552	56102	0.0	-17.0	45.0	-63.0	20.0	19.0	64.0	36.0	62.0	38.0	49.0	51.0	50.0	50.0		Ismail Anilmis (Director)	1000 to 4999	I & A RESTAURANTS LTD	False	05/04/2019 00:00:00	12/03/2019 17:55:56
1353	INTEGREON MANAGED SOLUTIONS LIMITED	"4th Floor Tower Wharf,
Cheese Lane,
Bristol,
England,
BS2 0JJ"	05510334	82990	21.0	0.0	63.0	11.0	14.4	9.0	42.0	58.0	37.0	63.0	37.0	63.0	44.0	56.0	https://gender-pay-gap.service.gov.uk/Employer/Gs4rxJNC/2018	Colin Etherington (Senior Director of Human Resources)	250 to 499	INTEGREON MANAGED SOLUTIONS LIMITED	False	05/04/2019 00:00:00	24/01/2019 15:54:29
1397	J & J WILSON (SHOPS) LIMITED	"Driftwood Lodge, 36a Old Hunstanton Road,
Hunstanton,
Norfolk,
PE36 6HS"	03496955	47110	-1.5	0.0	0.0	0.0	28.0	72.0	28.4	71.6	29.4	70.6	50.0	50.0	35.3	64.7		J Sandy (Director)	250 to 499	J & J WILSON (SHOPS) LIMITED	False	05/04/2019 00:00:00	19/04/2018 12:56:48
1404	JAAM RESTAURANTS LTD	"52, Main Road Middleton Cheney,
Banbury,
United Kingdom,
OX17 2LT"	10983155	47290	0.0	0.0	17.0	60.0	9.0	14.0	42.0	58.0	41.0	59.0	32.0	68.0	66.0	34.0		Joanne Jones (Franchisee)	250 to 499	JAAM RESTAURANTS LTD	False	05/04/2019 00:00:00	14/03/2019 16:15:22
1429	JOHN NIKE LEISURESPORT LIMITED	"Jubilee House,
John Nike Way,
Bracknell,
Berkshire,
United Kingdom,
RG12 8TN"	01792420	93110	3.2	0.0	0.0	0.0	0.0	0.0	48.0	52.0	65.0	35.0	63.0	37.0	55.0	45.0	https://www.jnlbracknell.co.uk/gpgr	Steve Hebborn (CEO)	250 to 499	JOHN NIKE LEISURESPORT LIMITED	False	05/04/2019 00:00:00	24/01/2019 12:48:41
1440	JOURNEYCALL LIMITED	"3 James Chalmers Road,
Arbroath Enterprise Park,
Arbroath,
Angus,
United Kingdom,
DD11 3RQ"	SC202170	82200	-2.4	0.0	0.0	0.0	0.0	0.0	53.0	47.0	47.0	53.0	47.0	53.0	44.0	56.0	https://www.the-espgroup.com/gender-equality/	Theresa Slevin (COO)	250 to 499	JOURNEYCALL LIMITED	False	05/04/2019 00:00:00	14/03/2019 11:30:30
1442	JTF WHOLESALE LIMITED	"Walker Industrial Estate Ollerton Road, Tuxford,
Newark,
NG22 0PQ"	05660877	"46900,
47190"	22.7	0.0	78.0	23.6	63.7	66.3	44.0	56.0	32.0	68.0	39.0	61.0	60.0	40.0		John Hepworth (Chief Finance Officer)	500 to 999	JTF WHOLESALE LIMITED	False	05/04/2019 00:00:00	22/03/2019 10:50:19
1448	KABY ENGINEERS LIMITED	"14-16 Upper Charnwood Street,
Leicester,
United Kingdom,
LE2 0AU"	01211144	25110	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	93.7	6.3	84.4	15.6		Stephen Evans (Finance Manager)	250 to 499	KABY ENGINEERS LIMITED	False	05/04/2019 00:00:00	11/04/2018 14:35:31
1456	KDL CENTRAL LIMITED	"Crix Forest Road, Binfield,
Bracknell,
Berkshire,
RG42 4DU"	09105940	69202	4.9	0.0			0.0	0.0	61.1	38.9	86.1	13.9	86.1	13.9	78.1	21.9		Juliet Liebenberg (Director)	250 to 499	KDL CENTRAL LIMITED	False	05/04/2019 00:00:00	20/03/2019 14:05:06
1469	KEY HOUSING ASSOCIATION LIMITED	"70 Renton Street,
Glasgow,
United Kingdom,
G4 0HT"	SP1938RS		3.0	0.0	0.0	0.0	0.0	0.0	23.7	76.3	25.3	74.7	25.4	74.6	26.9	73.1		Andrea Wood (Chief Executive)	1000 to 4999	KEY HOUSING ASSOCIATION LIMITED	False	05/04/2019 00:00:00	14/03/2019 15:38:30
1471	KHS PERSONNEL LIMITED	"City House, Stanford Street,
Nottingham,
Nottinghamshire,
NG1 7BQ"	03051692	82990	0.6	0.0	61.6	45.4	2.0	4.5	54.7	45.3	80.9	19.1	79.4	20.6	71.9	28.1	http://www.khs-jobworld.co.uk	Stephen Ball (Financial Director)	250 to 499	KHS PERSONNEL LIMITED	False	05/04/2019 00:00:00	25/02/2019 16:56:04
1476	KINGDOM HOMES LIMITED	"Unit 5 Mitchelston Drive,
Mitchelston Industrial Estate,
Kirkcaldy,
Fife,
Scotland,
KY1 3NF"	SC071936	87100	11.0	0.0	0.0	0.0	0.0	0.0	19.8	80.2	16.2	83.8	18.9	81.1	35.2	64.8		Kevin Booth (Finance Director)	250 to 499	KINGDOM HOMES LIMITED	False	05/04/2019 00:00:00	19/03/2019 10:40:25
1486	KINGSTON RESTAURANTS LIMITED	"39/41 Jameson Street,
Kingston Upon Hull,
Humberside,
United Kingdom,
HU1 3JA"	03427721	56102	3.0	0.0	58.0	18.0	10.0	9.0	51.0	49.0	51.0	49.0	44.0	56.0	40.0	60.0		George Michniewicz (Managing Director)	1000 to 4999	KINGSTON RESTAURANTS LIMITED	False	05/04/2019 00:00:00	04/03/2019 13:30:03
1493	Kms (UK) Ltd	"1st-4th Floors 203 Victoria Street,
London,
United Kingdom,
SW1E 5NE"	03545205	78300	1.4	0.0	-1.8	0.0	1.2	1.9	60.0	40.0	5.0	95.0	21.0	79.0	28.5	71.5	http://www.kmsuk.net	Clive Gates (Director)	500 to 999	Kms (UK) Ltd	False	05/04/2019 00:00:00	12/03/2019 14:08:06
1497	KOBER LIMITED	"IPL,
Unit 1 Foxbridge Way,
Normanton Industrial Estate,
Normanton,
West Yorkshire,
England,
WF6 1TN"	07443319	10130	8.9	0.0	32.1	28.2	0.7	1.5	50.0	50.0	50.0	50.0	50.0	50.0	65.1	34.9		David Harris (Financial Controller)	500 to 999	KOBER LIMITED	False	05/04/2019 00:00:00	05/02/2019 15:32:56
1498	KOITO EUROPE LIMITED	"Kingswood Road,
Hampton Lovett Ind Estate,
Droitwich,
Worcestershire,
United Kingdom,
WR9 0QH"	00945580	29310	14.0	0.0	0.0	0.0	0.0	0.0	65.0	35.0	72.0	28.0	71.0	29.0	86.0	14.0	http://www.koito-europe.co.uk/GPG.pdf	Ellie Young (HR Advisor)	500 to 999	KOITO EUROPE LIMITED	False	05/04/2019 00:00:00	06/03/2019 13:38:25
